ID	COGID	POS	ALIGNMENT	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN
4868	409	noun	v - u i - ⁵¹	the water	Atsi	water n	0047.30	Atsi [Zaiwa] TBL	vui⁵¹  | 0047.30	water		866	TBL		948	vui⁵¹	vui⁵¹	water	v u i ⁵¹	347403
4871	409	noun	ɣ - ə i - ⁵⁵	the water	Bola	water n	0047.32	Bola (Luxi) TBL	ɣəi⁵⁵  | 0047.32	water		866	TBL		948	ɣəi⁵⁵	ɣəi⁵⁵	water	ɣ ə i ⁵⁵	347405
4875	409	noun	k j e i - ³¹	the water	Lashi	water n	0047.33	Leqi (Luxi) TBL	kjei³¹  | 0047.33	water		866	TBL		948	kjei³¹	kjei³¹	water	k j e i ³¹	347406
4877	409	noun	ɣ - ə - k ³¹	the water	Maru	water n	0047.31	Langsu (Luxi) TBL	ɣək³¹  | 0047.31	water		866	TBL		948	ɣək³¹	ɣək³¹	water	ɣ ə k ³¹	347404
4879	486	noun	t i ⁵⁵	the water	Xiandao	water n	0047.29	Achang (Xiandao) TBL	ti⁵⁵  | 0047.29	water		867	TBL		948	ti⁵⁵	ti⁵⁵	water	t i ⁵⁵	347402
4894	1065	other	ŋ ɔ ⁵⁵ + t u ʔ ³¹	we [first person plural inclusive]	Achang_Longchuan	we pron	0930.28	Achang (Longchuan) TBL	ŋɔ⁵⁵ tuʔ³¹  | 0930.28	I-me plural-suffix	bad concept	875 876	TBL		1131	ŋɔ⁵⁵tuʔ³¹	ŋɔ⁵⁵tuʔ³¹	we	ŋ ɔ ⁵⁵ + t u ʔ ³¹	392848
4895	1065	other	ŋ a ⁵⁵ + m o ʔ ⁵⁵	we [first person plural inclusive]	Atsi	we pron	0930.30	Atsi [Zaiwa] TBL	ŋa⁵⁵ moʔ⁵⁵  | 0930.30	I-me mo-suffix	bad concept	875 877	TBL		1131	ŋa⁵⁵ moʔ⁵⁵	ŋa⁵⁵moʔ⁵⁵	we	ŋ a ⁵⁵ + m o ʔ ⁵⁵	392850
4896	1065	other	ŋ ă ⁵⁵ + m a ʔ ³¹	we [first person plural inclusive]	Bola	we pron	0930.32	Bola (Luxi) TBL	ŋă⁵⁵ maʔ³¹  | 0930.32	I-me ma-suffix	bad concept	875 877	TBL		1131	ŋă⁵⁵maʔ³¹	ŋă⁵⁵maʔ³¹	we	ŋ ă ⁵⁵ + m a ʔ ³¹	392852
4897	1065	other	ŋ ŏ ³¹ + n ṵ - ŋ ⁵⁵	we [first person plural inclusive]	Lashi	we pron	0930.33	Leqi (Luxi) TBL	ŋŏ³¹ nu̱ŋ⁵⁵  | 0930.33		bad concept	875 878	TBL		1131	ŋŏ³¹nu̱ŋ⁵⁵	ŋŏ³¹nu̱ŋ⁵⁵	we	ŋ ŏ ³¹ + n ṵ ŋ ⁵⁵	392853
4898	1065	other	ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵	we [first person plural inclusive]	Maru	we pron	0930.31	Langsu (Luxi) TBL	ŋɔ̆³¹ na̱uŋ⁵⁵  | 0930.31	I-me plural	bad concept	875 878	TBL		1131	ŋɔ̆³¹ na̱uŋ⁵⁵	ŋɔ̆³¹na̱uŋ⁵⁵	we	ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵	392851
4899	1065	other	ŋ ɔ ⁵⁵ + t u - ³⁵	we [first person plural inclusive]	Xiandao	we pron	0930.29	Achang (Xiandao) TBL	ŋɔ⁵⁵ tu³⁵  | 0930.29	I-me plural	bad concept	875 876	TBL		1131	ŋɔ⁵⁵ tu³⁵	ŋɔ⁵⁵tu³⁵	we	ŋ ɔ ⁵⁵ + t u ³⁵	392849
4951	1075	other	pʰ e t ⁵⁵	wet	Achang_Longchuan	wet	1029.28	Achang (Longchuan) TBL	phet⁵⁵  | 1029.28			1199	TBL		1726	phet⁵⁵	phet⁵⁵	wet	pʰ e t ⁵⁵	398023
4953	1071	other	t ḛ ʔ ⁵⁵	wet	Atsi	wet	1029.30	Atsi [Zaiwa] TBL	te̱ʔ⁵⁵  | 1029.30	wet		889	TBL		1726	te̱ʔ⁵⁵	te̱ʔ⁵⁵	wet	t ḛ ʔ ⁵⁵	398025
4954	1071	other	tʃ ɔ̰ ʔ ⁵⁵	wet	Bola	wet	1029.32	Bola (Luxi) TBL	tʃɔ̱ʔ⁵⁵  | 1029.32	wet		889	TBL		1726	tʃɔ̱ʔ⁵⁵	tʃɔ̱ʔ⁵⁵	wet	tʃ ɔ̰ ʔ ⁵⁵	398027
4957	1071	other	tʃ ṵː ʔ ⁵⁵	wet	Lashi	wet	1029.33	Leqi (Luxi) TBL	tʃu̱ːʔ⁵⁵  | 1029.33	wet		889	TBL		1726	tʃu̱ːʔ⁵⁵	tʃu̱ːʔ⁵⁵	wet	tʃ ṵː ʔ ⁵⁵	398028
4958	1071	other	tʃ ṵ k ⁵⁵	wet	Maru	wet	1029.31	Langsu (Luxi) TBL	tʃu̱k⁵⁵  | 1029.31			889	TBL		1726	tʃu̱k⁵⁵	tʃu̱k⁵⁵	wet	tʃ ṵ k ⁵⁵	398026
4959	1071	other	c o ʔ ⁵⁵	wet	Xiandao	wet	1029.29	Achang (Xiandao) TBL	coʔ⁵⁵  | 1029.29	wet		889	TBL		1726	coʔ⁵⁵	coʔ⁵⁵	wet	c o ʔ ⁵⁵	398024
4963	424	other	p i ³¹ + s i ⁵⁵	what	Achang_Longchuan	what intg	0954.28	Achang (Longchuan) TBL	pi³¹ si⁵⁵  | 0954.28	what1 what2		890 1203	TBL		1236	pi³¹ si⁵⁵	pi³¹si⁵⁵	what	p i ³¹ + s i ⁵⁵	394129
4966	424	other	x a i ⁵¹	what	Atsi	what intg	0954.30	Atsi [Zaiwa] TBL	xai⁵¹  | 0954.30			1202	TBL		1236	xai⁵¹	xai⁵¹	what	x a i ⁵¹	394131
4968	424	other	p ɛ̰ ⁵⁵ + tʃ u ŋ ³¹	what	Bola	what intg	0954.32	Bola (Luxi) TBL	pɛ̱⁵⁵ tʃuŋ³¹  | 0954.32			890 891	TBL		1236	pɛ̱⁵⁵ tʃuŋ³¹	pɛ̱⁵⁵tʃuŋ³¹	what	p ɛ̰ ⁵⁵ + tʃ u ŋ ³¹	394133
4970	424	other	x a ³¹ + tʃ u ŋ ³³	what	Lashi	what intg	0954.33	Leqi (Luxi) TBL	xa³¹ tʃuŋ³³  | 0954.33			1202 891	TBL		1236	xa³¹tʃuŋ³³	xa³¹tʃuŋ³³	what	x a ³¹ + tʃ u ŋ ³³	394134
4971	424	other	p ɛ̰ ⁵⁵	what	Maru	what intg	0954.31	Langsu (Luxi) TBL	pɛ̱⁵⁵  | 0954.31			890	TBL		1236	pɛ̱⁵⁵	pɛ̱⁵⁵	what	p ɛ̰ ⁵⁵	394132
4973	424	other	p ɛ ³¹	what	Xiandao	what intg	0954.29	Achang (Xiandao) TBL	pɛ³¹  | 0954.29			890	TBL		1236	pɛ³¹	pɛ³¹	what	p ɛ ³¹	394130
4984	29	other	x o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵	where	Achang_Longchuan	where intg	0955.28	Achang (Longchuan) TBL	xoi⁵⁵ thɔʔ⁵⁵  | 0955.28	where dir2		1207 1204	TBL		1237	xoi⁵⁵ thɔʔ⁵⁵	xoi⁵⁵thɔʔ⁵⁵	where	x o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵	394184
4987	1083	other	kʰ a ⁵¹ + m a ⁵⁵	where	Atsi	where intg	0955.30	Atsi [Zaiwa] TBL	kha⁵¹ ma⁵⁵  | 0955.30	where on		24 1205	TBL		1237	kha⁵¹ ma⁵⁵	kha⁵¹ma⁵⁵	where	kʰ a ⁵¹ + m a ⁵⁵	394186
4989	1083	other	kʰ ă k ⁵⁵ + kʰ j a ⁵⁵	where	Bola	where intg	0955.32	Bola (Luxi) TBL	khăk⁵⁵ khja⁵⁵  | 0955.32	where road		24 1210	TBL		1237	khăk⁵⁵ khja⁵⁵	khăk⁵⁵khja⁵⁵	where	kʰ ă k ⁵⁵ + kʰ j a ⁵⁵	394188
4991	1083	other	kʰ ă ³³ + m o ³³	where	Lashi	where intg	0955.33	Leqi (Luxi) TBL	khă³³ mo³³  | 0955.33	where on		24 1205	TBL		1237	khă³³mo³³	khă³³mo³³	where	kʰ ă ³³ + m o ³³	394189
4992	1083	other	m̥ ə̆ ³¹ + m ɛ ³¹	where	Maru	where intg	0955.31	Langsu (Luxi) TBL	mhə̆³¹ mɛ³¹  | 0955.31	where on		1205 23	TBL		1237	mhə̆³¹ mɛ³¹	mhə̆³¹mɛ³¹	where	m̥ ə̆ ³¹ + m ɛ ³¹	394187
4994	29	other	x ɔ ³¹ + l ɔ ³¹	where	Xiandao	where intg	0955.29	Achang (Xiandao) TBL	xɔ³¹ lɔ³¹  | 0955.29			1207 1206	TBL		1237	xɔ³¹lɔ³¹	xɔ³¹lɔ³¹	where	x ɔ ³¹ + l ɔ ³¹	394185
4998	1086	other	pʰ ʐ o ⁵⁵	white	Achang_Longchuan	white	1006.28	Achang (Longchuan) TBL	phʐo⁵⁵  | 1006.28	white		1211	TBL		1335	phʐo⁵⁵	phʐo⁵⁵	white	pʰ ʐ o ⁵⁵	396857
5000	1086	other	pʰ j u ⁵¹	white	Atsi	white	1006.30	Atsi [Zaiwa] TBL	phju⁵¹  | 1006.30	white		1211	TBL		1335	phju⁵¹	phju⁵¹	white	pʰ j u ⁵¹	396859
5001	1086	other	pʰ j u ⁵⁵	white	Bola	white	1006.32	Bola (Luxi) TBL	phju⁵⁵  | 1006.32	white		1211	TBL		1335	phju⁵⁵	phju⁵⁵	white	pʰ j u ⁵⁵	396861
5004	1086	other	pʰ j uː ³³	white	Lashi	white	1006.33	Leqi (Luxi) TBL	phjuː³³  | 1006.33	white		1211	TBL		1335	phjuː³³	phjuː³³	white	pʰ j uː ³³	396862
5005	1086	other	pʰ j u ³¹	white	Maru	white	1006.31	Langsu (Luxi) TBL	phju³¹  | 1006.31			1211	TBL		1335	phju³¹	phju³¹	white	pʰ j u ³¹	396860
5006	1086	other	pʰ ʐ u ⁵⁵	white	Xiandao	white	1006.29	Achang (Xiandao) TBL	phʐu⁵⁵  | 1006.29	white		1211	TBL		1335	phʐu⁵⁵	phʐu⁵⁵	white	pʰ ʐ u ⁵⁵	396858
5014	1088	other	x a u ⁵⁵	who	Achang_Longchuan	who intg	0953.28	Achang (Longchuan) TBL	xau⁵⁵  | 0953.28	who		894	TBL		1235	xau⁵⁵	xau⁵⁵	who	x a u ⁵⁵	394072
5017	1094	other	o ⁵⁵	who	Atsi	who intg	0953.30	Atsi [Zaiwa] TBL	o⁵⁵  | 0953.30	who		1215	TBL		1235	kha⁵¹juʔ²¹	o⁵⁵	who	o ⁵⁵	394074
5019	1087	other	kʰ a k ⁵⁵ + j a u ʔ ³¹	who	Bola	who intg	0953.32	Bola (Luxi) TBL	khak⁵⁵ jauʔ³¹  | 0953.32	 person		1213 21	TBL		1235	khak⁵⁵jauʔ³¹	khak⁵⁵jauʔ³¹	who	kʰ a k ⁵⁵ + j a u ʔ ³¹	394076
5022	1093	other	x a ŋ ⁵⁵	who	Lashi	who intg	0953.33	Leqi (Luxi) TBL	xaŋ⁵⁵  | 0953.33	who		894	TBL		1235	xaŋ⁵⁵	xaŋ⁵⁵	who	x a ŋ ⁵⁵	394077
5023	1087	other	kʰ ə̆ - ³¹ + j a u k ³¹	who	Maru	who intg	0953.31	Langsu (Luxi) TBL	khə̆³¹ jauk³¹  | 0953.31	who person		1213 21	TBL		1235	khak⁵⁵	khə̆³¹jauk³¹	who	kʰ ə̆ ³¹ + j a u k ³¹	394075
5025	1088	other	x a u ⁵⁵	who	Xiandao	who intg	0953.29	Achang (Xiandao) TBL	xau⁵⁵  | 0953.29	who		894	TBL		1235	xau⁵⁵	xau⁵⁵	who	x a u ⁵⁵	394073
5049	492	noun	nʲ - i ³¹ + m ɔ ʔ ³¹	the wife	Achang_Longchuan	wife n	0248.28	Achang (Longchuan) TBL	ȵi³¹ mɔʔ³¹  | 0248.28	woman mo-suffix		899 901	TBL		1199	ȵi³¹mɔʔ³¹	ȵi³¹mɔʔ³¹	wife	nʲ i ³¹ + m ɔ ʔ ³¹	357911
5052	491	noun	m j i ²¹	the wife	Atsi	wife n	0248.30	Atsi [Zaiwa] TBL	mji²¹  | 0248.30	woman-1		899	TBL		1199	mji²¹	mji²¹	wife	m j i ²¹	357913
5054	491	noun	j õ ³¹ + m - i ³¹	the wife	Bola	wife n	0248.32	Bola (Luxi) TBL	jõ³¹ mi³¹  | 0248.32	wife woman-1		1216 899	TBL		1199	jõ³¹mi³¹	jõ³¹mi³¹	wife	j õ ³¹ + m i ³¹	357915
5057	491	noun	m j i ³³	the wife	Lashi	wife n	0248.33	Leqi (Luxi) TBL	mji³³  | 0248.33	woman-1		899	TBL		1199	mji³³	mji³³	wife	m j i ³³	357916
5058	491	noun	m j i ³⁵	the wife	Maru	wife n	0248.31	Langsu (Luxi) TBL	mji³⁵  | 0248.31	woman-1		899	TBL		1199	mji³⁵	mji³⁵	wife	m j i ³⁵	357914
5060	492	noun	n - i ⁵⁵ + m ɔ - ³¹	the wife	Xiandao	wife n	0248.29	Achang (Xiandao) TBL	ni⁵⁵ mɔ³¹  | 0248.29	woman mo-suffix		899 901	TBL		1199	ni⁵⁵mɔ³¹	ni⁵⁵mɔ³¹	wife	n i ⁵⁵ + m ɔ ³¹	357912
5066	495	noun	l̥ i - ⁵⁵	the wind	Achang_Longchuan	wind n	0009.28	Achang (Longchuan) TBL	l̥i⁵⁵  | 0009.28	wind		904	TBL		960	l̥i⁵⁵	l̥i⁵⁵	wind	l̥ i ⁵⁵	345429
5069	495	noun	l a i ⁵¹	the wind	Atsi	wind n	0009.30	Atsi [Zaiwa] TBL	lai⁵¹  | 0009.30	wind-n		904	TBL		960	lai⁵¹	lai⁵¹	wind	l a i ⁵¹	345431
5071	495	noun	l i - ⁵⁵	the wind	Bola	wind n	0009.32	Bola (Luxi) TBL	li⁵⁵  | 0009.32	wind-n		904	TBL		960	li⁵⁵	li⁵⁵	wind	l i ⁵⁵	345433
5074	495	noun	l e i ³¹	the wind	Lashi	wind n	0009.33	Leqi (Luxi) TBL	lei³¹  | 0009.33	wind		904	TBL		960	lei³¹	lei³¹	wind	l e i ³¹	345434
5075	495	noun	l a - ³¹	the wind	Maru	wind n	0009.31	Langsu (Luxi) TBL	la³¹  | 0009.31	wind		904	TBL		960	la³¹	la³¹	wind	l a ³¹	345432
5077	495	noun	l a i ⁵⁵	the wind	Xiandao	wind n	0009.29	Achang (Xiandao) TBL	lai⁵⁵  | 0009.29	wind-n		904	TBL		960	lai⁵⁵	lai⁵⁵	wind	l a i ⁵⁵	345430
5089	500	noun	a ³¹ - - + t - u ŋ ⁵⁵	the wing	Achang_Longchuan	wing n	0298.28	Achang (Longchuan) TBL	a³¹ tuŋ⁵⁵  | 0298.28	a-prefix wing		1217 905	TBL		1257	a³¹tuŋ⁵⁵	a³¹tuŋ⁵⁵	wing	a ³¹ + t u ŋ ⁵⁵	360549
5092	500	noun	t - u ŋ ⁵¹	the wing	Atsi	wing n	0298.30	Atsi [Zaiwa] TBL	tuŋ⁵¹  | 0298.30	wing		905	TBL		1257	tuŋ⁵¹	tuŋ⁵¹	wing	t u ŋ ⁵¹	360551
5094	500	noun	t a u ŋ ⁵⁵	the wing	Bola	wing n	0298.32	Bola (Luxi) TBL	tauŋ⁵⁵  | 0298.32	wing		905	TBL		1257	tauŋ⁵⁵	tauŋ⁵⁵	wing	t a u ŋ ⁵⁵	360553
5098	500	noun	t - u ŋ ³¹	the wing	Lashi	wing n	0298.33	Leqi (Luxi) TBL	tuŋ³¹  | 0298.33			905	TBL		1257	tuŋ³¹	tuŋ³¹	wing	t u ŋ ³¹	360554
5100	500	noun	t a u ŋ ³¹	the wing	Maru	wing n	0298.31	Langsu (Luxi) TBL	tauŋ³¹  | 0298.31			905	TBL		1257	tauŋ³¹	tauŋ³¹	wing	t a u ŋ ³¹	360552
5103	500	noun	a ³¹ - - + t - u ŋ ⁵⁵	the wing	Xiandao	wing n	0298.29	Achang (Xiandao) TBL	a³¹ tuŋ⁵⁵  | 0298.29	a-prefix wing		1217 905	TBL		1257	a³¹tuŋ⁵⁵	a³¹tuŋ⁵⁵	wing	a ³¹ + t u ŋ ⁵⁵	360550
5108	1046	verb	s u t ⁵⁵	to wipe	Achang_Longchuan	wipe (the table)	1163.28	Achang (Longchuan) TBL	sut⁵⁵  | 1163.28	wipe		908	TBL		1454	sut⁵⁵	sut⁵⁵	wipe (the table)	s u t ⁵⁵	404347
5111	1046	verb	s u t ⁵⁵	to wipe	Atsi	wipe (the table)	1163.30	Atsi [Zaiwa] TBL	sut⁵⁵  | 1163.30	wipe		908	TBL		1454	sut⁵⁵	sut⁵⁵	wipe (the table)	s u t ⁵⁵	404349
5113	1046	verb	s ɔ t ⁵⁵	to wipe	Bola	wipe (the table)	1163.32	Bola (Luxi) TBL	sɔt⁵⁵  | 1163.32	wipe		908	TBL		1454	sɔt⁵⁵	sɔt⁵⁵	wipe (the table)	s ɔ t ⁵⁵	404351
5116	1046	verb	s uː t ⁵⁵	to wipe	Lashi	wipe (the table)	1163.33	Leqi (Luxi) TBL	suːt⁵⁵  | 1163.33	wipe		908	TBL		1454	suːt⁵⁵	suːt⁵⁵	wipe (the table)	s uː t ⁵⁵	404352
5117	1046	verb	s a̰ t ⁵⁵	to wipe	Maru	wipe (the table)	1163.31	Langsu (Luxi) TBL	sa̱t⁵⁵  | 1163.31			908	TBL		1454	sa̱t⁵⁵	sa̱t⁵⁵	wipe (the table)	s a̰ t ⁵⁵	404350
5120	1046	verb	s u t ⁵⁵	to wipe	Xiandao	wipe (the table)	1163.29	Achang (Xiandao) TBL	sut⁵⁵  | 1163.29	wipe		908	TBL		1454	sut⁵⁵	sut⁵⁵	wipe (the table)	s u t ⁵⁵	404348
5127	503	noun	- i ³¹ + nʲ ɔ ³¹	the woman	Achang_Longchuan	woman n	0174.28	Achang (Longchuan) TBL	i³¹ ȵɔ³¹  | 0174.28	person female		941 25	TBL		962	i³¹ȵɔ³¹	i³¹ȵɔ³¹	woman	i ³¹ + nʲ ɔ ³¹	353961
5130	501	noun	m j i ²¹ + v e ²¹	the woman	Atsi	woman n	0174.30	Atsi [Zaiwa] TBL	mji²¹ ve²¹  | 0174.30	woman-1 woman-2		899 910	TBL		962	mji²¹ve²¹	mji²¹ve²¹	woman	m j i ²¹ + v e ²¹	353963
5132	501	noun	m - i ³¹ + ɣ ɛ ³¹	the woman	Bola	woman n	0174.32	Bola (Luxi) TBL	mi³¹ ɣɛ³¹  | 0174.32	woman-1 woman-2		899 910	TBL		962	mi³¹ɣɛ³¹	mi³¹ɣɛ³¹	woman	m i ³¹ + ɣ ɛ ³¹	353965
5135	501	noun	m j i ³³ + j i ³³	the woman	Lashi	woman n	0174.33	Leqi (Luxi) TBL	mji³³ ji³³  | 0174.33	woman-1 woman-2		899 941	TBL		962	mji³³ji³³	mji³³ji³³	woman	m j i ³³ + j i ³³	353966
5136	501	noun	m j i ³⁵ + ɤ ɛ ³⁵	the woman	Maru	woman n	0174.31	Langsu (Luxi) TBL	mji³⁵ ɤ ɛ³⁵  | 0174.31	woman-1 woman-2		899 910	TBL		962	mji³⁵ɤ ɛ³⁵	mji³⁵ɤɛ³⁵	woman	m j i ³⁵ + ɤ ɛ ³⁵	353964
5138	503	noun	j i ³¹ + ɲ ɔ ³¹	the woman	Xiandao	woman n	0174.29	Achang (Xiandao) TBL	ji³¹ ɲɔ³¹  | 0174.29	??? woman		941 25	TBL		962	ji³¹ɲɔ³¹	ji³¹ɲɔ³¹	woman	j i ³¹ + ɲ ɔ ³¹	353962
5148	506	noun	ʂ ə k ⁵⁵	the wood (material)	Achang_Longchuan	wood / log n	0511.28	Achang (Longchuan) TBL	ʂək⁵⁵  | 0511.28	tree		1218	TBL		1803	ʂək⁵⁵	ʂək⁵⁵	wood / log	ʂ ə k ⁵⁵	371215
5150	506	noun	s i k ⁵⁵ + t ṵ m ⁵⁵	the wood (material)	Atsi	wood / log n	0511.30	Atsi [Zaiwa] TBL	sik⁵⁵ tu̱m⁵⁵  | 0511.30	tree section		1218 912	TBL		1803	sik⁵⁵ tu̱m⁵⁵	sik⁵⁵tu̱m⁵⁵	wood / log	s i k ⁵⁵ + t ṵ m ⁵⁵	371217
5152	506	noun	s a k ⁵⁵ + t a̰ m ³⁵	the wood (material)	Bola	wood / log n	0511.32	Bola (Luxi) TBL	sak⁵⁵ ta̱m³⁵  | 0511.32	wood section		1218 912	TBL		1803	sak⁵⁵ta̱m³⁵	sak⁵⁵ta̱m³⁵	wood / log	s a k ⁵⁵ + t a̰ m ³⁵	371219
5155	506	noun	s ə̰ k ⁵⁵ + t ɔ̰ m ⁵³	the wood (material)	Lashi	wood / log n	0511.33	Leqi (Luxi) TBL	sə̱k⁵⁵ tɔ̱m⁵³  | 0511.33	tree wood		1218 912	TBL		1803	sə̱k⁵⁵tɔ̱m⁵³	sə̱k⁵⁵tɔ̱m⁵³	wood / log	s ə̰ k ⁵⁵ + t ɔ̰ m ⁵³	371220
5156	506	noun	s a k ⁵⁵ + tʰ a u ŋ ³⁵	the wood (material)	Maru	wood / log n	0511.31	Langsu (Luxi) TBL	sak⁵⁵ thauŋ³⁵  | 0511.31	tree wood		1218 1219	TBL		1803	sak⁵⁵thauŋ³⁵	sak⁵⁵thauŋ³⁵	wood / log	s a k ⁵⁵ + tʰ a u ŋ ³⁵	371218
5158	507	noun	p ɛ n ³¹	the wood (material)	Xiandao	wood / log n	0511.29	Achang (Xiandao) TBL	pɛn³¹  | 0511.29			911	TBL		1803	pɛn³¹	pɛn³¹	wood / log	p ɛ n ³¹	371216
5171	513	noun	n̥ ə k ⁵⁵	the year	Achang_Longchuan	year 1	0777.28	Achang (Longchuan) TBL	n̥ək⁵⁵  | 0777.28	year		913	TBL		1226	n̥ək⁵⁵	n̥ək⁵⁵	year	n̥ ə k ⁵⁵	385027
5173	33	noun	ts a n ⁵¹	the year	Atsi	year 2	0777.30	Atsi [Zaiwa] TBL	tsan⁵¹  | 0777.30	year		914	TBL		1226	tsan⁵¹	tsan⁵¹	year	ts a n ⁵¹	385029
5175	33	noun	t ɛ̃ ∼ ⁵⁵	the year	Bola	year 2	0777.32	Bola (Luxi) TBL	tɛ̃⁵⁵  | 0777.32	year-2		914	TBL		1226	tɛ̃⁵⁵	tɛ̃⁵⁵	year	t ɛ̃ ∼ ⁵⁵	385031
5178	33	noun	ts a n ³¹	the year	Lashi	year 2	0777.33	Leqi (Luxi) TBL	tsan³¹  | 0777.33	year		914	TBL		1226	tsan³¹	tsan³¹	year	ts a n ³¹	385032
5179	33	noun	ts ə ŋ ³¹	the year	Maru	year 2	0777.31	Langsu (Luxi) TBL	tsəŋ³¹  | 0777.31	year-summer		914	TBL		1226	tsəŋ³¹	tsəŋ³¹	year	ts ə ŋ ³¹	385030
5180	513	noun	n̥ ɤ k ⁵⁵	the year	Xiandao	year 1	0777.29	Achang (Xiandao) TBL	n̥ɤk⁵⁵  | 0777.29	year		913	TBL		1226	n̥ɤk⁵⁵	n̥ɤk⁵⁵	year	n̥ ɤ k ⁵⁵	385028
5202	1102	other	l ə ŋ ³⁵	yellow	Achang_Longchuan	yellow	1008.28	Achang (Longchuan) TBL	ləŋ³⁵  | 1008.28	yellow		921	TBL		1424	ləŋ³⁵	ləŋ³⁵	yellow	l ə ŋ ³⁵	396959
5204	1101	other	x u i ⁵¹	yellow	Atsi	yellow	1008.30	Atsi [Zaiwa] TBL	xui⁵¹  | 1008.30	yellow		920	TBL		1424	xui⁵¹	xui⁵¹	yellow	x u i ⁵¹	396961
5205	1103	other	ŋ j ṵ ŋ ⁵⁵	yellow	Bola	yellow	1008.32	Bola (Luxi) TBL	ŋju̱ŋ⁵⁵  | 1008.32	yellow		1220	TBL		1424	ŋju̱ŋ⁵⁵	ŋju̱ŋ⁵⁵	yellow	ŋ j ṵ ŋ ⁵⁵	396963
5207	1101	other	x əː - ³³	yellow	Lashi	yellow	1008.33	Leqi (Luxi) TBL	xəː³³  | 1008.33			920	TBL		1424	xəː³³	xəː³³	yellow	x əː ³³	396964
5208	1101	other	x u i ³¹	yellow	Maru	yellow	1008.31	Langsu (Luxi) TBL	xui³¹  | 1008.31			920	TBL		1424	xui³¹	xui³¹	yellow	x u i ³¹	396962
5209	1102	other	l̥ ɯ ŋ ³⁵	yellow	Xiandao	yellow	1008.29	Achang (Xiandao) TBL	l̥ɯŋ³⁵  | 1008.29	yellow		921	TBL		1424	l̥ɯŋ³⁵	l̥ɯŋ³⁵	yellow	l̥ ɯ ŋ ³⁵	396960
5220	1105	other	n u a - ŋ ⁵⁵ + t u ʔ ³¹	you [second person plural]	Achang_Longchuan	you (pl.)	0933.28	Achang (Longchuan) TBL	nuaŋ⁵⁵ tuʔ³¹  | 0933.28	thou plural-suffix	bad concept	924 925	TBL		1213	nuaŋ⁵⁵ tuʔ³¹	nuaŋ⁵⁵tuʔ³¹	you (pl.)	n u a ŋ ⁵⁵ + t u ʔ ³¹	393007
5222	1105	other	n u - - ŋ ⁵⁵ + m o ʔ ⁵⁵	you [second person plural]	Atsi	you (pl.)	0933.30	Atsi [Zaiwa] TBL	nuŋ⁵⁵ moʔ⁵⁵  | 0933.30	thou mo-suffix	bad concept	924 926	TBL		1213	nuŋ⁵⁵ moʔ⁵⁵	nuŋ⁵⁵moʔ⁵⁵	you (pl.)	n u ŋ ⁵⁵ + m o ʔ ⁵⁵	393009
5223	1105	other	n - a u ŋ ³¹ + m a ʔ ³¹	you [second person plural]	Bola	you (pl.)	0933.32	Bola (Luxi) TBL	nauŋ³¹ maʔ³¹  | 0933.32	thou ma-suffix	bad concept	924 926	TBL		1213	nauŋ³¹maʔ³¹	nauŋ³¹maʔ³¹	you (pl.)	n a u ŋ ³¹ + m a ʔ ³¹	393011
5225	1105	other	ŋ j a - ŋ ³³ + n u - ŋ ⁵⁵	you [second person plural]	Lashi	you (pl.)	0933.33	Leqi (Luxi) TBL	ŋjaŋ³³ nuŋ⁵⁵  | 0933.33	he plural?	bad concept	924 1221	TBL		1213	ŋjaŋ³³nuŋ⁵⁵	ŋjaŋ³³nuŋ⁵⁵	you (pl.)	ŋ j a ŋ ³³ + n u ŋ ⁵⁵	393012
5226	1105	other	n - ɔ̃̆ - ∼ ³¹ + n a̰ u ŋ ⁵⁵	you [second person plural]	Maru	you (pl.)	0933.31	Langsu (Luxi) TBL	nɔ̃̆³¹ na̱uŋ⁵⁵  | 0933.31	thou plural	bad concept	924 1221	TBL		1213	nɔ̃̆³¹ na̱uŋ⁵⁵	nɔ̃̆³¹na̱uŋ⁵⁵	you (pl.)	n ɔ̃̆ ∼ ³¹ + n a̰ u ŋ ⁵⁵	393010
5228	1105	other	n - ɔ - ŋ ⁵⁵ + t u - ³⁵	you [second person plural]	Xiandao	you (pl.)	0933.29	Achang (Xiandao) TBL	nɔŋ⁵⁵ tu³⁵  | 0933.29	thou plural	bad concept	924 925	TBL		1213	nɔŋ⁵⁵tu³⁵	nɔŋ⁵⁵tu³⁵	you (pl.)	n ɔ ŋ ⁵⁵ + t u ³⁵	393008
5229	1105	other	n u a ŋ ⁵⁵	thou [second person singular]	Achang_Longchuan	you pron	0931.28	Achang (Longchuan) TBL	nuaŋ⁵⁵  | 0931.28	thou	bad concept	927	TBL		1215	nuaŋ⁵⁵	nuaŋ⁵⁵	you	n u a ŋ ⁵⁵	392902
