ID	DOCULECT	DOCULECT_IS	CONCEPT	ID_IS	VALUE	SEGMENTED_VALUE	TOKENS	STRUCTURE	COGID
229	Maru	Nishi Langsu/Maru	rice(cooked)	44	tsɔ³¹	ts ɔ ³¹	ts ɔ ³¹	i n t	44
230	Xiandao	Nishi Xiandao	rice(cooked)	44	cɔ⁵⁵	c ɔ ⁵⁵	c/ts ɔ ⁵⁵	i n t	44
231	Bola	Nishi Bola	rice(cooked)	44	ta⁵⁵	t a ⁵⁵	t a ⁵⁵	i n t	44
232	Achang	Nishi Achang	rice(cooked)	44	tɕɔ⁵⁵	tɕ ɔ ⁵⁵	tɕ ɔ ⁵⁵	i m n t	44
877	Maru	Nishi Langsu/Maru	ride	164	tʃui³⁵	tʃu i ³⁵	tʃ u i ³⁵	i m n t	164
878	Xiandao	Nishi Xiandao	ride	164	tsi³¹	ts i ³¹	ts i ³¹	i n t	164
879	Lashi	Nishi Leqi/Lashi	ride	164	tʃy:³³	tʃ y: ³³	tʃ y: ³³	i n t	164
880	Bola	Nishi Bola	ride	164	tʃui³¹	tʃu i ³¹	tʃ u i ³¹	i m n t	164
881	Achang	Nishi Achang	ride	164	tsi³¹	ts i ³¹	ts i ³¹	i n t	164
882	Atsi	Nishi Zaiwa/Atsi	ride	164	tʃi²¹	tʃ i ²¹	tʃ i ²¹	i n t	164
457	Maru	Nishi Langsu/Maru	right	86	jɔ³¹	j ɔ ³¹	j ɔ ³¹	m n t	86
458	Xiandao	Nishi Xiandao	right	86	jɔ⁵⁵	j ɔ ⁵⁵	j ɔ ⁵⁵	m n t	86
459	Lashi	Nishi Leqi/Lashi	right	86	jɔ³¹	j ɔ ³¹	j ɔ ³¹	m n t	86
460	Bola	Nishi Bola	right	86	ja⁵⁵	j a ⁵⁵	j a ⁵⁵	m n t	86
461	Achang	Nishi Achang	right	86	ʑɔ⁵⁵	ʑ ɔ ⁵⁵	ʑ ɔ ⁵⁵	i n t	86
462	Atsi	Nishi Zaiwa/Atsi	right	86	jo⁵¹	j o ⁵¹	j o ⁵¹	m n t	86
1456	Maru	Nishi Langsu/Maru	ring	276	-tʃɔɂ⁵⁵	- tʃ ɔɂ ⁵⁵	+ tʃ ɔ ʔ ⁵⁵	+ i n c t	275
1457	Xiandao	Nishi Xiandao	ring	276	-tʂɔp⁵⁵	- tʂ ɔp ⁵⁵	+ ʈʂ ɔ p ⁵⁵	+ i n c t	275
1458	Lashi	Nishi Leqi/Lashi	ring	276	-tʃɔ̣̣ɂ⁵⁵	- tʃ ɔ̣̣ɂ ⁵⁵	+ tʃ ɔ̰ ʔ ⁵⁵	+ i n c t	275
1459	Atsi	Nishi Zaiwa/Atsi	ring	276	-tʃọ̣p⁵⁵	- tʃ ọ̣p ⁵⁵	+ tʃ o̰ p ⁵⁵	+ i n c t	275
1129	Maru	Nishi Langsu/Maru	ripe	211	mạŋ⁵⁵	m ạŋ ⁵⁵	m a̰ ŋ ⁵⁵	i n c t	211
1130	Lashi	Nishi Leqi/Lashi	ripe	211	mjə̣:ŋ⁵³	mj ə̣:ŋ ⁵³	m j ə̰: ŋ ⁵³	i m n c t	211
1131	Bola	Nishi Bola	ripe	211	mạŋ³⁵	m ạŋ ³⁵	m a̰ ŋ ³⁵	i n c t	211
1132	Achang	Nishi Achang	ripe	211	ŋ̊eŋ³⁵	ŋ̊ eŋ ³⁵	ŋ̊ e ŋ ³⁵	i n c t	211
1133	Atsi	Nishi Zaiwa/Atsi	ripe	211	mjiŋ⁵⁵	mj iŋ ⁵⁵	m j i ŋ ⁵⁵	i m n c t	211
1095	Maru	Nishi Langsu/Maru	rise, stand up	203	tɔ̣⁵⁵	t ɔ̣ ⁵⁵	t ɔ̰ ⁵⁵	i n t	203
1096	Xiandao	Nishi Xiandao	rise, stand up	203	thɔɂ³⁵	th ɔɂ ³⁵	tʰ ɔ ʔ ³⁵	i n c t	203
1097	Lashi	Nishi Leqi/Lashi	rise, stand up	203	tɔ̣:⁵³	t ɔ̣: ⁵³	t ɔ̰: ⁵³	i n t	203
1098	Bola	Nishi Bola	rise, stand up	203	tạɂ³⁵	t ạɂ ³⁵	t a̰ ʔ ³⁵	i n c t	203
1099	Achang	Nishi Achang	rise, stand up	203	thɔ³⁵	th ɔ ³⁵	tʰ ɔ ³⁵	i n t	203
1100	Atsi	Nishi Zaiwa/Atsi	rise, stand up	203	tọɂ⁵⁵	t ọɂ ⁵⁵	t o̰ ʔ ⁵⁵	i n c t	203
1252	Xiandao	Nishi Xiandao	rob, loot	235	lu³⁵	lu ³⁵	l u ³⁵	i m t	235
1253	Achang	Nishi Achang	rob, loot	235	lu³⁵	lu ³⁵	l u ³⁵	i m t	235
1254	Atsi	Nishi Zaiwa/Atsi	rob, loot	235	lu⁵⁵	lu ⁵⁵	l u ⁵⁵	i m t	235
1045	Maru	Nishi Langsu/Maru	roll	194	laŋ⁵⁵-	l aŋ ⁵⁵ -	l a ŋ ⁵⁵ +	i n c t +	194
1046	Xiandao	Nishi Xiandao	roll	194	liŋ³¹	li ŋ ³¹	l i ŋ ³¹	i m i t	194
1047	Lashi	Nishi Leqi/Lashi	roll	194	lə:ŋ³³	l ə:ŋ ³³	l ə: ŋ ³³	i n c t	194
1048	Bola	Nishi Bola	roll	194	-laŋ³⁵	- l aŋ ³⁵	+ l a ŋ ³⁵	+ i n c t	194
1049	Achang	Nishi Achang	roll	194	liŋ³¹	li ŋ ³¹	l i ŋ ³¹	i m i t	194
1050	Atsi	Nishi Zaiwa/Atsi	roll	194	ləŋ²¹	l əŋ ²¹	l ə ŋ ²¹	i n c t	194
838	Maru	Nishi Langsu/Maru	roll up; circle	157	tɔ̃³⁵-	t ɔ̃ ³⁵ -	t ɔ̃ ∼ ³⁵ +	i n c t +	157
839	Xiandao	Nishi Xiandao	roll up; circle	157	tɤŋ³¹	t ɤŋ ³¹	t ɤ ŋ ³¹	i n c t	157
840	Lashi	Nishi Leqi/Lashi	roll up; circle	157	tə:ŋ³³	t ə:ŋ ³³	t ə: ŋ ³³	i n c t	157
841	Bola	Nishi Bola	roll up; circle	157	taŋ³¹	t aŋ ³¹	t a ŋ ³¹	i n c t	157
842	Achang	Nishi Achang	roll up; circle	157	təŋ³¹	t əŋ ³¹	t ə ŋ ³¹	i n c t	157
843	Atsi	Nishi Zaiwa/Atsi	roll up; circle	157	tiŋ²¹	t iŋ ²¹	t i ŋ ²¹	i n c t	157
1754	Xiandao	Nishi Xiandao	root	338	mɛt⁵⁵	m ɛt ⁵⁵	m ɛ t ⁵⁵	i n c t	336
1755	Achang	Nishi Achang	root	338	mʐuat⁵⁵	mʐu at ⁵⁵	mʐ u a t ⁵⁵	i m n c t	336
637	Maru	Nishi Langsu/Maru	rope, string	120	tɔ̣̣i⁵⁵	t ɔ̣̣i ⁵⁵	t ɔ̰ i ⁵⁵	i n nn t	120
638	Xiandao	Nishi Xiandao	rope, string	120	tui³¹	tu i ³¹	t u i ³¹	i m n t	120
639	Lashi	Nishi Leqi/Lashi	rope, string	120	tə̣⁵⁵	t ə̣ ⁵⁵	t ə̰ ⁵⁵	i n t	120
640	Bola	Nishi Bola	rope, string	120	tụi³⁵	t ụi ³⁵	t ṵ i ³⁵	i n nn t	120
641	Achang	Nishi Achang	rope, string	120	toi³¹	t oi ³¹	t o i ³¹	i n nn t	120
642	Atsi	Nishi Zaiwa/Atsi	rope, string	120	tụi²¹	t ụi ²¹	t ṵ i ²¹	i n nn t	120
1615	Maru	Nishi Langsu/Maru	rot	307	pap³¹	p ap ³¹	p a p ³¹	i n c t	306
1616	Lashi	Nishi Leqi/Lashi	rot	307	pu:p⁵⁵	p u:p ⁵⁵	p u: p ⁵⁵	i n c t	306
1617	Bola	Nishi Bola	rot	307	pap³¹	p ap ³¹	p a p ³¹	i n c t	306
1618	Atsi	Nishi Zaiwa/Atsi	rot	307	pup²¹-	p up ²¹ -	p u p ²¹ +	i n c t +	306
1394	Maru	Nishi Langsu/Maru	round object (clf.)	265	khjɛɂ⁵⁵	khj ɛɂ ⁵⁵	kʰ j ɛ ʔ ⁵⁵	i m n c t	264
1395	Lashi	Nishi Leqi/Lashi	round object (clf.)	265	khjap⁵⁵	khj ap ⁵⁵	kʰ j a p ⁵⁵	i m n c t	264
1396	Bola	Nishi Bola	round object (clf.)	265	khjɛɂ⁵⁵	khj ɛɂ ⁵⁵	kʰ j ɛ ʔ ⁵⁵	i m n c t	264
1397	Atsi	Nishi Zaiwa/Atsi	round object (clf.)	265	khjap⁵⁵	khj ap ⁵⁵	kʰ j a p ⁵⁵	i m n c t	264
1869	Maru	Nishi Langsu/Maru	rule(r)	p.69	tsuk⁵⁵	tsu k ⁵⁵	ts u k ⁵⁵	i m i t	358
1870	Xiandao	Nishi Xiandao	rule(r)	p.69	tʂu³¹	tʂu ³¹	ʈʂ u ³¹	i m t	358
1871	Lashi	Nishi Leqi/Lashi	rule(r)	p.69	tshou³⁵	tsh ou ³⁵	tsʰ o u ³⁵	i n nn t	358
1872	Bola	Nishi Bola	rule(r)	p.69	tau³¹	t au ³¹	t a u ³¹	i n nn t	358
1873	Achang	Nishi Achang	rule(r)	p.69	tʂau³¹	tʂ au ³¹	ʈʂ a u ³¹	i n nn t	358
1874	Atsi	Nishi Zaiwa/Atsi	rule(r)	p.69	tsau²¹	ts au ²¹	ts a u ²¹	i n nn t	358
517	Maru	Nishi Langsu/Maru	salt	97	tshɔ³⁵	tsh ɔ ³⁵	tsʰ ɔ ³⁵	i n t	97
518	Xiandao	Nishi Xiandao	salt	97	chɔ³¹	ch ɔ ³¹	ch/tsʰ ɔ ³¹	i n t	97
519	Lashi	Nishi Leqi/Lashi	salt	97	tsho⁵⁵	tsh o ⁵⁵	tsʰ o ⁵⁵	i n t	97
520	Bola	Nishi Bola	salt	97	tsha³⁵	tsh a ³⁵	tsʰ a ³⁵	i n t	97
521	Achang	Nishi Achang	salt	97	tɕhɔ³¹	tɕh ɔ ³¹	tɕʰ ɔ ³¹	i n t	97
522	Atsi	Nishi Zaiwa/Atsi	salt	97	tsho⁵⁵	tsh o ⁵⁵	tsʰ o ⁵⁵	i n t	97
1494	Maru	Nishi Langsu/Maru	scales	285	-kjɛ̣̣ɂ⁵⁵	- kj ɛ̣̣ɂ ⁵⁵	+ k j ɛ̰ ʔ ⁵⁵	+ i m n c t	284
1495	Bola	Nishi Bola	scales	285	-kjɛ̣̣ɂ⁵⁵	- kj ɛ̣̣ɂ ⁵⁵	+ k j ɛ̰ ʔ ⁵⁵	+ i m n c t	284
1496	Atsi	Nishi Zaiwa/Atsi	scales	285	-kjạp⁵⁵	- kj ạp ⁵⁵	+ k j a̰ p ⁵⁵	+ i m n c t	284
553	Maru	Nishi Langsu/Maru	scoop out; fill	104	khau³⁵	kh au ³⁵	kʰ a u ³⁵	i n nn t	104
554	Lashi	Nishi Leqi/Lashi	scoop out; fill	104	khu:⁵⁵	kh u: ⁵⁵	kʰ u: ⁵⁵	i n t	104
555	Bola	Nishi Bola	scoop out; fill	104	khu³⁵	khu ³⁵	kʰ u ³⁵	i m t	104
556	Atsi	Nishi Zaiwa/Atsi	scoop out; fill	104	khui²¹	khu i ²¹	kʰ u i ²¹	i m n t	104
171	Maru	Nishi Langsu/Maru	search	33	xɔ³¹	x ɔ ³¹	x ɔ ³¹	i n t	33
172	Lashi	Nishi Leqi/Lashi	search	33	ʃɔ:̣³³	ʃ ɔ:̣ ³³	ʃ ɔ̰ː ³³	i n t	33
173	Bola	Nishi Bola	search	33	xa⁵⁵	x a ⁵⁵	x a ⁵⁵	i n t	33
174	Atsi	Nishi Zaiwa/Atsi	search	33	xo⁵¹	x o ⁵¹	x o ⁵¹	i n t	33
277	Maru	Nishi Langsu/Maru	see	53	mjɔ̃³¹	mj ɔ̃ ³¹	m j ɔ̃ ∼ ³¹	i m n c t	53
278	Xiandao	Nishi Xiandao	see	53	mʐaŋ⁵⁵	mʐ aŋ ⁵⁵	mʐ a ŋ ⁵⁵	i n c t	53
279	Lashi	Nishi Leqi/Lashi	see	53	mja:ŋ³¹	mj a:ŋ ³¹	m j a: ŋ ³¹	i m n c t	53
280	Bola	Nishi Bola	see	53	mjɔ̃⁵⁵	mj ɔ̃ ⁵⁵	m j ɔ̃ ∼ ⁵⁵	i m n c t	53
281	Achang	Nishi Achang	see	53	-mʐaŋ⁵⁵	- mʐ aŋ ⁵⁵	+ mʐ a ŋ ⁵⁵	+ i n c t	53
282	Atsi	Nishi Zaiwa/Atsi	see	53	mjaŋ⁵¹	mj aŋ ⁵¹	m j a ŋ ⁵¹	i m n c t	53
960	Maru	Nishi Langsu/Maru	seed	179	mjuk⁵⁵	mj uk ⁵⁵	m j u k ⁵⁵	i m n c t	179
961	Xiandao	Nishi Xiandao	seed	179	-ɲau³¹	- ɲ au ³¹	+ ɲ a u ³¹	+ i n nn t	179
962	Lashi	Nishi Leqi/Lashi	seed	179	-mjou³³	- mj ou ³³	+ m j o u ³³	+ i m n nn t	179
963	Bola	Nishi Bola	seed	179	-mjuŋ³¹	- mj uŋ ³¹	+ m j u ŋ ³¹	+ i m n c t	179
964	Achang	Nishi Achang	seed	179	-ñau³¹	- ñ au ³¹	+ ɲ a u ³¹	+ i n nn t	179
965	Atsi	Nishi Zaiwa/Atsi	seed	179	-mji²¹	- mj i ²¹	+ m j i ²¹	+ i m n t	179
772	Maru	Nishi Langsu/Maru	sell	145	auŋ³⁵	auŋ ³⁵	a u ŋ ³⁵	n nn c t	145
773	Xiandao	Nishi Xiandao	sell	145	uŋ³¹	uŋ ³¹	u ŋ ³¹	n c t	145
774	Lashi	Nishi Leqi/Lashi	sell	145	ɔ:ŋ⁵⁵	ɔ:ŋ ⁵⁵	ɔ: ŋ ⁵⁵	n c t	145
775	Bola	Nishi Bola	sell	145	auŋ³⁵	auŋ ³⁵	a u ŋ ³⁵	n nn c t	145
776	Achang	Nishi Achang	sell	145	uŋ³¹	uŋ ³¹	u ŋ ³¹	n c t	145
777	Atsi	Nishi Zaiwa/Atsi	sell	145	uŋ²¹	uŋ ²¹	u ŋ ²¹	n c t	145
660	Maru	Nishi Langsu/Maru	separate	125	kɛ̃⁵⁵	k ɛ̃ ⁵⁵	k ɛ̃ ∼ ⁵⁵	i n c t	125
661	Lashi	Nishi Leqi/Lashi	separate	125	kạ:ŋ⁵⁵	k ạ:ŋ ⁵⁵	k a̰: ŋ ⁵⁵	i n c t	125
662	Bola	Nishi Bola	separate	125	-kɛ̃³⁵-	- k ɛ̃ ³⁵ -	+ k ɛ̃ ∼ ³⁵ +	+ i n c t +	125
663	Achang	Nishi Achang	separate	125	khuaŋ³¹	khu aŋ ³¹	kʰ u a ŋ ³¹	i m n c t	125
664	Atsi	Nishi Zaiwa/Atsi	separate	125	kạŋ²¹	k ạŋ ²¹	k a̰ ŋ ²¹	i n c t	125
742	Maru	Nishi Langsu/Maru	sesame	139	nɛ̣̣³⁵	n ɛ̣̣ ³⁵	n ɛ̰ ³⁵	i n t	139
743	Xiandao	Nishi Xiandao	sesame	139	n̥am³¹	n̥ am ³¹	n̥ a m ³¹	i n c t	139
744	Lashi	Nishi Leqi/Lashi	sesame	139	nạm⁵⁵-	n ạm ⁵⁵ -	n a̰ m ⁵⁵ +	i n c t +	139
745	Bola	Nishi Bola	sesame	139	nɛ̣̣̃³⁵--³¹pi⁵⁵	n ɛ̣̣̃ ³⁵ - - ³¹ p i ⁵⁵	n ɛ̰ ∼ ³⁵ + + ³¹ p i ⁵⁵	i n c t + + t i n t	139
746	Atsi	Nishi Zaiwa/Atsi	sesame	139	nạm²¹	n ạm ²¹	n a̰ m ²¹	i n c t	139
616	Maru	Nishi Langsu/Maru	setence CL	115	khum³⁵	khu m ³⁵	kʰ u m ³⁵	i m i t	115
617	Xiandao	Nishi Xiandao	setence CL	115	xon³¹	x on ³¹	x o n ³¹	i n c t	115
618	Lashi	Nishi Leqi/Lashi	setence CL	115	khuan⁵⁵	khu an ⁵⁵	kʰ u a n ⁵⁵	i m n c t	115
619	Bola	Nishi Bola	setence CL	115	khɔn³⁵	kh ɔn ³⁵	kʰ ɔ n ³⁵	i n c t	115
620	Achang	Nishi Achang	setence CL	115	xun³¹	xu n ³¹	x u n ³¹	i m i t	115
621	Atsi	Nishi Zaiwa/Atsi	setence CL	115	khun²¹	khu n ²¹	kʰ u n ²¹	i m i t	115
1560	Maru	Nishi Langsu/Maru	seven	297	nạt⁵⁵	n ạt ⁵⁵	n a̰ t ⁵⁵	i n c t	296
1561	Xiandao	Nishi Xiandao	seven	297	nit⁵⁵	n it ⁵⁵	n i t ⁵⁵	i n c t	296
1562	Lashi	Nishi Leqi/Lashi	seven	297	ŋjɛ̣̣t⁵⁵	ŋj ɛ̣̣t ⁵⁵	ŋ j ɛ̰ t ⁵⁵	i m n c t	296
1563	Bola	Nishi Bola	seven	297	nɔ̣t⁵⁵	n ɔ̣t ⁵⁵	n ɔ̰ t ⁵⁵	i n c t	296
1564	Achang	Nishi Achang	seven	297	ñit⁵⁵	ñ it ⁵⁵	ɲ i t ⁵⁵	i n c t	296
1565	Atsi	Nishi Zaiwa/Atsi	seven	297	ŋjit⁵⁵	ŋj it ⁵⁵	ŋ j i t ⁵⁵	i m n c t	296
1398	Maru	Nishi Langsu/Maru	sew	266	khjap⁵⁵	khj ap ⁵⁵	kʰ j a p ⁵⁵	i m n c t	265
1399	Xiandao	Nishi Xiandao	sew	266	chup⁵⁵	ch up ⁵⁵	ch/tsʰ u p ⁵⁵	i n c t	265
1400	Lashi	Nishi Leqi/Lashi	sew	266	khju:p⁵⁵	khj u:p ⁵⁵	kʰ j u: p ⁵⁵	i m n c t	265
1401	Bola	Nishi Bola	sew	266	khjap⁵⁵	khj ap ⁵⁵	kʰ j a p ⁵⁵	i m n c t	265
1402	Achang	Nishi Achang	sew	266	xʐoɂ⁵⁵	xʐ oɂ ⁵⁵	xʐ o ʔ ⁵⁵	i n c t	265
1403	Atsi	Nishi Zaiwa/Atsi	sew	266	khjup⁵⁵	khju p ⁵⁵	kʰ ju p ⁵⁵	i m i t	265
1824	Maru	Nishi Langsu/Maru	shadow	352	ɣap³¹-	ɣ ap ³¹ -	ɣ a p ³¹ +	i n c t +	350
1825	Xiandao	Nishi Xiandao	shadow	352	-ʐɯt⁵⁵	- ʐ ɯt ⁵⁵	+ ʐ ɯ t ⁵⁵	+ i n c t	350
1826	Bola	Nishi Bola	shadow	352	ɣap³¹-	ɣ ap ³¹ -	ɣ a p ³¹ +	i n c t +	350
1827	Achang	Nishi Achang	shadow	352	-ʐit⁵⁵	- ʐ it ⁵⁵	+ ʐ i t ⁵⁵	+ i n c t	350
1828	Atsi	Nishi Zaiwa/Atsi	shadow	352	vup²¹	vu p ²¹	v u p ²¹	i m i t	350
1236	Maru	Nishi Langsu/Maru	shake; rock	232	nan⁵⁵	n an ⁵⁵	n a n ⁵⁵	i n c t	232
1237	Xiandao	Nishi Xiandao	shake; rock	232	nun³⁵	nu n ³⁵	n u n ³⁵	i m i t	232
1238	Lashi	Nishi Leqi/Lashi	shake; rock	232	nu:n⁵⁵	n u:n ⁵⁵	n u: n ⁵⁵	i n c t	232
1239	Bola	Nishi Bola	shake; rock	232	nɔ̣̣n³⁵	n ɔ̣̣n ³⁵	n ɔ̰ n ³⁵	i n c t	232
1240	Atsi	Nishi Zaiwa/Atsi	shake; rock	232	nun⁵⁵-	nu n ⁵⁵ -	n u n ⁵⁵ +	i m i t +	232
1342	Maru	Nishi Langsu/Maru	sharp	254	thɔɂ⁵⁵	th ɔɂ ⁵⁵	tʰ ɔ ʔ ⁵⁵	i n c t	253
1343	Lashi	Nishi Leqi/Lashi	sharp	254	thɔ:ɂ⁵⁵	th ɔ:ɂ ⁵⁵	tʰ ɔ: ʔ ⁵⁵	i n c t	253
1344	Bola	Nishi Bola	sharp	254	thaɂ⁵⁵	th aɂ ⁵⁵	tʰ a ʔ ⁵⁵	i n c t	253
1345	Achang	Nishi Achang	sharp	254	thɔɂ⁵⁵	th ɔɂ ⁵⁵	tʰ ɔ ʔ ⁵⁵	i n c t	253
1346	Atsi	Nishi Zaiwa/Atsi	sharp	254	thoɂ⁵⁵	th oɂ ⁵⁵	tʰ o ʔ ⁵⁵	i n c t	253
1829	Maru	Nishi Langsu/Maru	shave (beard)	353	ɣauk³¹	ɣ auk ³¹	ɣ a u k ³¹	i n nn c t	351
1830	Xiandao	Nishi Xiandao	shave (beard)	353	ʐuɂ⁵⁵	ʐ uɂ ⁵⁵	ʐ u ʔ ⁵⁵	i n c t	351
1831	Lashi	Nishi Leqi/Lashi	shave (beard)	353	ju:k³¹	j u:k ³¹	j u: k ³¹	m n c t	351
1832	Bola	Nishi Bola	shave (beard)	353	ɣauɂ³¹	ɣ auɂ ³¹	ɣ a u ʔ ³¹	i n nn c t	351
1833	Achang	Nishi Achang	shave (beard)	353	ʐoɂ⁵⁵	ʐ oɂ ⁵⁵	ʐ o ʔ ⁵⁵	i n c t	351
1834	Atsi	Nishi Zaiwa/Atsi	shave (beard)	353	vuɂ²¹	v uɂ ²¹	v u ʔ ²¹	i n c t	351
1231	Maru	Nishi Langsu/Maru	shiver	231	nəŋ⁵⁵	n əŋ ⁵⁵	n ə ŋ ⁵⁵	i n c t	231
1232	Lashi	Nishi Leqi/Lashi	shiver	231	na:n⁵⁵	n a:n ⁵⁵	n a: n ⁵⁵	i n c t	231
1233	Bola	Nishi Bola	shiver	231	nɛ̃³⁵	n ɛ̃ ³⁵	n ɛ̃ ∼ ³⁵	i n c t	231
1234	Achang	Nishi Achang	shiver	231	nan³⁵	n an ³⁵	n a n ³⁵	i n c t	231
1235	Atsi	Nishi Zaiwa/Atsi	shiver	231	nan⁵⁵	n an ⁵⁵	n a n ⁵⁵	i n c t	231
1625	Maru	Nishi Langsu/Maru	shoot	309	pak³¹	p ak ³¹	p a k ³¹	i n c t	308
1626	Xiandao	Nishi Xiandao	shoot	309	pɤk⁵⁵	p ɤk ⁵⁵	p ɤ k ⁵⁵	i n c t	308
1627	Lashi	Nishi Leqi/Lashi	shoot	309	pə:k³¹	p ə:k ³¹	p ə: k ³¹	i n c t	308
1628	Bola	Nishi Bola	shoot	309	pak³¹	p ak ³¹	p a k ³¹	i n c t	308
1629	Achang	Nishi Achang	shoot	309	pək⁵⁵	p ək ⁵⁵	p ə k ⁵⁵	i n c t	308
1630	Atsi	Nishi Zaiwa/Atsi	shoot	309	pik²¹	p ik ²¹	p i k ²¹	i n c t	308
474	Maru	Nishi Langsu/Maru	side, edge, rim	89	-jɛ̃³¹	- j ɛ̃ ³¹	+ j ɛ̃ ∼ ³¹	+ m n c t	89
475	Xiandao	Nishi Xiandao	side, edge, rim	89	-jam⁵⁵	- j am ⁵⁵	+ j a m ⁵⁵	+ m n c t	89
476	Lashi	Nishi Leqi/Lashi	side, edge, rim	89	-jam³¹	- j am ³¹	+ j a m ³¹	+ m n c t	89
477	Bola	Nishi Bola	side, edge, rim	89	-jɛ̃⁵⁵	- j ɛ̃ ⁵⁵	+ j ɛ̃ ∼ ⁵⁵	+ m n c t	89
478	Achang	Nishi Achang	side, edge, rim	89	-ʑam⁵⁵	- ʑ am ⁵⁵	+ ʑ a m ⁵⁵	+ i n c t	89
479	Atsi	Nishi Zaiwa/Atsi	side, edge, rim	89	-jam⁵¹	- j am ⁵¹	+ j a m ⁵¹	+ m n c t	89
352	Maru	Nishi Langsu/Maru	silver	66	ŋø³¹	ŋ ø ³¹	ŋ ø ³¹	i n t	66
353	Xiandao	Nishi Xiandao	silver	66	ŋui⁵⁵	ŋu i ⁵⁵	ŋ u i ⁵⁵	i m n t	66
354	Lashi	Nishi Leqi/Lashi	silver	66	ŋə³¹	ŋ ə ³¹	ŋ ə ³¹	i n t	66
355	Bola	Nishi Bola	silver	66	ŋø⁵⁵	ŋ ø ⁵⁵	ŋ ø ⁵⁵	i n t	66
356	Achang	Nishi Achang	silver	66	ŋui⁵⁵	ŋu i ⁵⁵	ŋ u i ⁵⁵	i m n t	66
357	Atsi	Nishi Zaiwa/Atsi	silver	66	ŋun⁵¹	ŋu n ⁵¹	ŋ u n ⁵¹	i m i t	66
1796	Maru	Nishi Langsu/Maru	sink	347	nɔp³¹	n ɔp ³¹	n ɔ p ³¹	i n c t	345
1797	Xiandao	Nishi Xiandao	sink	347	ɲɔp⁵⁵	ɲ ɔp ⁵⁵	ɲ ɔ p ⁵⁵	i n c t	345
1798	Lashi	Nishi Leqi/Lashi	sink	347	nu:p³¹	n u:p ³¹	n u: p ³¹	i n c t	345
1799	Bola	Nishi Bola	sink	347	nap³¹	n ap ³¹	n a p ³¹	i n c t	345
1800	Achang	Nishi Achang	sink	347	ñɔp⁵⁵	ñ ɔp ⁵⁵	ɲ ɔ p ⁵⁵	i n c t	345
1801	Atsi	Nishi Zaiwa/Atsi	sink	347	nop²¹	n op ²¹	n o p ²¹	i n c t	345
1404	Maru	Nishi Langsu/Maru	six	267	khjauk⁵⁵	khj auk ⁵⁵	kʰ j a u k ⁵⁵	i m n nn c t	266
1405	Xiandao	Nishi Xiandao	six	267	chuɂ⁵⁵	ch uɂ ⁵⁵	ch/tsʰ u ʔ ⁵⁵	i n c t	266
1406	Lashi	Nishi Leqi/Lashi	six	267	khjuk⁵⁵	khju k ⁵⁵	kʰ ju k ⁵⁵	i m i t	266
1407	Bola	Nishi Bola	six	267	khjauɂ⁵⁵	khj auɂ ⁵⁵	kʰ j a u ʔ ⁵⁵	i m n nn c t	266
1408	Achang	Nishi Achang	six	267	xʐoɂ⁵⁵	xʐ oɂ ⁵⁵	xʐ o ʔ ⁵⁵	i n c t	266
1409	Atsi	Nishi Zaiwa/Atsi	six	267	khjuɂ⁵⁵	khj uɂ ⁵⁵	kʰ j u ʔ ⁵⁵	i m n c t	266
937	Maru	Nishi Langsu/Maru	sky	175	muk⁵⁵	mu k ⁵⁵	m u k ⁵⁵	i m i t	175
938	Xiandao	Nishi Xiandao	sky	175	mau³¹	m au ³¹	m a u ³¹	i n nn t	175
939	Lashi	Nishi Leqi/Lashi	sky	175	mou³³-	m ou ³³ -	m o u ³³ +	i n nn t +	175
940	Bola	Nishi Bola	sky	175	mau³¹-	m au ³¹ -	m a u ³¹ +	i n nn t +	175
941	Achang	Nishi Achang	sky	175	mau³¹	m au ³¹	m a u ³¹	i n nn t	175
942	Atsi	Nishi Zaiwa/Atsi	sky	175	mau²¹-	m au ²¹ -	m a u ²¹ +	i n nn t +	175
1502	Maru	Nishi Langsu/Maru	sleep	287	jap³¹	j ap ³¹	j a p ³¹	m n c t	286
1503	Xiandao	Nishi Xiandao	sleep	287	it⁵⁵	it ⁵⁵	i t ⁵⁵	n c t	286
1504	Lashi	Nishi Leqi/Lashi	sleep	287	jụ:p⁵⁵	j ụ:p ⁵⁵	j ṵ: p ⁵⁵	m n c t	286
1505	Bola	Nishi Bola	sleep	287	jạp⁵⁵	j ạp ⁵⁵	j a̰ p ⁵⁵	m n c t	286
1506	Achang	Nishi Achang	sleep	287	e³¹	e ³¹	e ³¹	n t	286
1507	Achang	Nishi Achang	sleep	287	it⁵⁵	it ⁵⁵	i t ⁵⁵	n c t	286
1508	Atsi	Nishi Zaiwa/Atsi	sleep	287	jụp⁵⁵	j ụp ⁵⁵	j ṵ p ⁵⁵	m n c t	286
1484	Maru	Nishi Langsu/Maru	slippery; smooth	283	tʃạt⁵⁵	tʃ ạt ⁵⁵	tʃ a̰ t ⁵⁵	i n c t	282
1485	Xiandao	Nishi Xiandao	slippery; smooth	283	chɔt³⁵	ch ɔt ³⁵	ch/tsʰ ɔ t ³⁵	i n c t	282
1486	Lashi	Nishi Leqi/Lashi	slippery; smooth	283	tʃụ:t⁵⁵	tʃ ụ:t ⁵⁵	tʃ ṵ: t ⁵⁵	i n c t	282
